t,frame,ang,npts,res_c,res_l,dispara,marca_humana
181.781,4502,40.5,123,2.19,0.25,0,0
181.825,4503,40.6,123,2.19,0.26,0,0
181.861,4504,40.5,123,2.19,0.26,0,0
181.901,4505,40.5,123,2.19,0.26,0,0
181.942,4506,40.9,123,2.19,0.31,0,0
181.981,4507,41.1,123,2.19,0.32,0,0
182.022,4508,42.9,120,2.13,0.31,0,0
182.061,4509,41.3,122,2.22,0.32,0,0
182.101,4510,40.0,124,2.24,0.29,0,0
182.141,4511,41.8,122,2.19,0.24,0,0
182.181,4512,41.1,125,2.34,0.25,0,0
182.221,4513,41.1,127,2.26,0.67,0,0
182.264,4514,40.5,124,2.22,0.23,0,0
182.302,4515,40.5,124,2.22,0.23,0,0
182.342,4516,38.8,128,2.34,0.23,0,0
182.383,4517,42.3,125,2.26,0.24,0,0
182.422,4518,41.0,127,2.24,0.25,0,0
182.462,4519,42.5,127,2.25,0.26,0,0
182.501,4520,41.0,127,2.13,0.27,0,0
182.541,4521,38.5,132,2.22,0.35,0,0
182.581,4522,37.4,135,2.11,0.54,0,0
182.622,4523,37.9,132,1.96,0.28,0,0
182.661,4524,36.0,134,1.96,0.32,0,0
182.701,4525,34.2,136,1.85,0.47,0,0
182.741,4526,33.5,138,1.93,0.61,0,0
182.781,4527,34.0,137,1.91,0.48,0,0
182.822,4528,33.5,136,1.80,0.60,0,0
182.862,4529,33.0,137,1.86,0.48,0,0
182.902,4530,33.5,134,1.81,0.49,0,0
182.942,4531,32.4,137,1.83,0.62,0,0
182.982,4532,32.0,137,1.78,0.96,0,0
183.022,4533,32.0,137,1.78,0.96,0,0
183.061,4534,33.1,135,1.76,0.62,0,0
183.101,4535,34.0,134,1.78,0.48,0,0
183.141,4536,33.5,136,1.83,0.60,0,0
183.182,4537,33.9,135,1.81,0.61,0,0
183.222,4538,34.1,135,1.81,0.48,0,0
183.261,4539,34.2,134,1.89,0.30,0,0
183.301,4540,34.7,134,2.05,0.29,0,0
183.341,4541,31.3,140,1.84,1.16,0,0
183.382,4542,32.0,140,1.81,1.02,0,0
183.422,4543,33.4,135,1.62,0.34,0,0
183.462,4544,26.0,138,1.41,1.08,0,0
183.502,4545,24.2,141,1.48,1.15,0,0
183.542,4546,20.1,141,1.33,1.43,0,0
183.582,4547,18.8,143,1.33,1.44,0,0
183.622,4548,20.4,133,1.34,0.59,0,0
183.662,4549,18.0,142,1.06,0.96,0,0
183.701,4550,7.6,136,1.59,1.44,0,0
183.741,4551,3.8,132,1.75,1.05,0,0
183.781,4552,6.1,131,1.45,1.29,0,0
183.821,4553,14.7,126,0.30,1.63,0,0
183.864,4554,19.0,95,0.27,1.60,0,0
183.902,4555,17.8,89,0.44,1.54,0,0
183.941,4556,22.9,88,0.64,1.59,0,0
183.981,4557,34.3,90,0.21,1.65,0,0
184.022,4558,37.1,89,0.23,1.60,0,0
184.061,4559,39.7,91,0.23,1.63,0,0
184.101,4560,39.9,89,0.23,1.61,0,0
184.141,4561,42.8,93,0.25,1.56,0,0
184.181,4562,46.5,91,0.24,1.39,1,0
184.231,4563,48.2,92,0.25,1.17,1,0
184.266,4564,47.5,90,0.25,1.22,1,0
184.302,4565,48.4,92,0.23,1.14,1,0
184.344,4566,48.3,92,0.23,1.13,1,0
184.379,4567,46.8,90,0.25,1.22,1,0
184.423,4568,45.5,92,0.25,1.35,1,0
184.462,4569,46.5,91,0.25,1.28,1,0
184.501,4570,46.7,91,0.25,1.23,1,0
184.543,4571,46.8,91,0.25,1.23,1,0
184.586,4572,46.7,91,0.24,1.25,1,0
184.622,4573,46.9,91,0.25,1.26,1,0
184.661,4574,46.1,93,0.26,1.38,1,0
184.700,4575,45.1,94,0.24,1.42,1,0
184.741,4576,44.0,94,0.24,1.47,0,0
184.781,4577,45.3,96,0.23,1.52,1,0
184.821,4578,45.1,95,0.23,1.41,1,0
184.861,4579,45.0,95,0.23,1.41,1,0
184.903,4580,45.0,95,0.23,1.41,1,0
184.941,4581,45.1,95,0.23,1.41,1,0
184.981,4582,44.7,95,0.23,1.48,0,0
185.021,4583,45.1,97,0.26,1.52,1,0
185.062,4584,45.9,97,0.24,1.43,1,0
185.101,4585,46.3,99,0.24,1.53,1,0
185.141,4586,46.0,100,0.24,1.50,1,0
185.182,4587,44.7,103,0.25,1.68,0,0
185.224,4588,44.7,102,0.24,1.52,0,0
185.264,4589,44.4,102,0.25,1.58,0,0
185.304,4590,43.8,102,0.25,1.64,0,0
185.343,4591,42.9,103,0.25,1.65,0,0
185.384,4592,41.7,100,0.25,1.58,0,0
185.425,4593,42.1,102,0.24,1.65,0,0
185.462,4594,42.4,102,0.24,1.68,0,0
185.501,4595,42.4,102,0.24,1.69,0,0
185.542,4596,42.4,102,0.24,1.66,0,0
185.582,4597,42.3,101,0.25,1.65,0,0
185.621,4598,42.2,101,0.25,1.65,0,0
185.661,4599,42.4,102,0.24,1.62,0,0
185.701,4600,42.3,101,0.26,1.64,0,0
185.741,4601,42.2,101,0.25,1.65,0,0
185.782,4602,42.2,101,0.25,1.64,0,0
185.821,4603,42.4,101,0.25,1.62,0,0
185.861,4604,42.3,101,0.25,1.60,0,0
185.901,4605,42.5,102,0.24,1.60,0,0
185.942,4606,42.2,101,0.25,1.61,0,0
185.981,4607,42.4,102,0.24,1.61,0,0
186.021,4608,42.5,102,0.24,1.63,0,0
186.061,4609,42.5,101,0.24,1.59,0,0
186.102,4610,42.5,101,0.24,1.63,0,0
186.142,4611,40.4,100,0.24,1.58,0,0
186.181,4612,42.5,101,0.24,1.63,0,0
186.222,4613,42.4,102,0.24,1.61,0,0
186.265,4614,40.9,101,0.24,1.60,0,0
186.306,4615,41.9,100,0.24,1.62,0,0
186.343,4616,42.5,101,0.24,1.65,0,0
186.382,4617,42.9,101,0.24,1.63,0,0
186.421,4618,43.0,101,0.25,1.65,0,0
186.462,4619,43.1,101,0.25,1.60,0,0
186.501,4620,43.1,101,0.24,1.62,0,0
186.541,4621,43.7,100,0.25,1.55,0,0
186.583,4622,43.7,100,0.25,1.55,0,0
186.622,4623,44.1,101,0.25,1.64,0,0
186.661,4624,44.3,101,0.25,1.62,0,0
186.702,4625,44.2,101,0.25,1.60,0,0
186.741,4626,44.0,101,0.25,1.61,0,0
186.782,4627,44.1,101,0.26,1.60,0,0
186.822,4628,44.2,101,0.25,1.62,0,0
186.863,4629,44.2,101,0.26,1.59,0,0
186.902,4630,44.1,101,0.26,1.61,0,0
186.941,4631,44.1,101,0.26,1.61,0,0
186.982,4632,44.2,101,0.26,1.62,0,0
187.022,4633,44.2,101,0.25,1.61,0,0
187.061,4634,43.0,101,0.26,1.59,0,0
187.101,4635,43.5,100,0.27,1.59,0,0
187.142,4636,43.6,100,0.26,1.58,0,0
187.181,4637,43.7,100,0.26,1.58,0,0
187.222,4638,43.6,100,0.27,1.56,0,0
187.261,4639,43.5,100,0.27,1.59,0,0
187.302,4640,43.7,100,0.26,1.58,0,0
187.342,4641,43.6,100,0.27,1.58,0,0
187.381,4642,43.6,100,0.27,1.58,0,0
187.422,4643,43.6,100,0.27,1.58,0,0
187.461,4644,43.6,100,0.27,1.58,0,0
187.501,4645,43.6,100,0.27,1.58,0,0
187.542,4646,43.7,100,0.26,1.58,0,0
187.582,4647,43.6,100,0.27,1.58,0,0
187.621,4648,43.7,100,0.26,1.58,0,0
187.661,4649,43.7,100,0.26,1.58,0,0
187.702,4650,43.6,100,0.27,1.58,0,0
187.741,4651,43.7,100,0.26,1.58,0,0
187.783,4652,43.7,100,0.27,1.58,0,0
187.821,4653,43.7,100,0.26,1.58,0,0
187.861,4654,43.7,100,0.27,1.56,0,0
187.905,4655,43.9,100,0.27,1.56,0,0
187.942,4656,43.7,100,0.27,1.56,0,0
187.981,4657,43.8,100,0.27,1.56,0,0
188.021,4658,43.5,100,0.26,1.56,0,0
188.064,4659,43.8,100,0.27,1.56,0,0
188.101,4660,43.9,100,0.27,1.56,0,0
188.141,4661,43.8,100,0.27,1.56,0,0
188.181,4662,43.9,100,0.27,1.56,0,0
188.225,4663,44.0,100,0.27,1.56,0,0
188.262,4664,43.7,100,0.27,1.56,0,0
188.302,4665,43.9,100,0.27,1.59,0,0
188.341,4666,43.8,100,0.27,1.56,0,0
188.383,4667,43.8,100,0.27,1.58,0,0
188.423,4668,43.7,100,0.27,1.56,0,0
188.462,4669,43.7,100,0.27,1.58,0,0
188.501,4670,43.8,100,0.27,1.56,0,0
188.543,4671,43.9,100,0.26,1.56,0,0
188.582,4672,43.5,100,0.26,1.56,0,0
188.621,4673,43.6,100,0.27,1.60,0,0
188.662,4674,43.6,100,0.26,1.57,0,0
188.703,4675,44.1,99,0.27,1.53,0,0
188.741,4676,43.5,101,0.25,1.60,0,0
188.781,4677,44.9,101,0.25,1.54,0,0
188.821,4678,46.3,102,0.24,1.54,1,0
188.878,4679,45.4,101,0.24,1.60,1,0
188.910,4680,46.6,102,0.25,1.56,1,0
188.945,4681,46.5,102,0.25,1.55,1,0
188.983,4682,45.4,101,0.25,1.58,1,0
189.020,4683,46.5,102,0.25,1.55,1,0
189.063,4684,46.3,102,0.25,1.57,1,0
189.101,4685,46.6,102,0.25,1.55,1,0
189.141,4686,46.6,102,0.25,1.56,1,0
189.181,4687,46.3,102,0.26,1.55,1,0
189.221,4688,45.4,101,0.24,1.60,1,0
189.261,4689,46.9,103,0.25,1.59,1,0
189.302,4690,45.4,101,0.24,1.60,1,0
189.342,4691,45.4,101,0.25,1.56,1,0
189.381,4692,46.7,102,0.24,1.56,1,0
189.423,4693,45.3,101,0.24,1.58,1,0
189.461,4694,46.7,102,0.24,1.56,1,0
189.502,4695,45.4,101,0.24,1.60,1,0
189.541,4696,46.4,102,0.24,1.55,1,0
189.581,4697,46.3,101,0.24,1.55,1,0
189.623,4698,45.6,100,0.24,1.56,1,0
189.661,4699,46.2,102,0.25,1.55,1,0
189.705,4700,48.0,102,0.25,1.52,1,0
189.742,4701,48.1,102,0.26,1.44,1,0
189.781,4702,49.4,102,0.25,1.33,1,0
189.822,4703,48.5,104,0.25,1.42,1,0
189.862,4704,51.8,108,0.26,1.21,1,0
189.901,4705,55.3,112,0.26,0.91,1,0
189.940,4706,59.2,110,0.26,0.26,1,0
189.981,4707,60.4,106,0.24,1.99,1,0
190.022,4708,59.2,95,0.25,1.54,1,0
190.078,4709,69.4,97,0.28,1.82,1,0
190.112,4710,68.7,99,0.26,1.71,1,0
190.146,4711,70.4,91,1.14,1.38,1,0
190.181,4712,87.4,214,5.15,5.20,0,0
190.221,4713,81.1,226,5.45,6.80,0,0
190.263,4714,55.8,150,0.96,3.21,0,0
190.301,4715,49.4,129,1.06,0.90,1,0
190.343,4716,52.0,142,1.88,1.38,1,0
190.382,4717,76.5,166,1.41,4.81,0,0
190.422,4718,74.4,191,1.80,4.83,0,0
190.467,4719,81.6,203,4.40,2.82,0,0
190.502,4720,89.5,183,2.80,3.30,0,0
190.543,4721,87.3,179,1.37,2.50,0,0
190.581,4722,70.2,139,1.10,0.25,1,0
190.621,4723,68.8,137,0.61,0.38,1,0
190.661,4724,82.0,171,1.63,2.15,0,0
190.705,4725,80.7,168,1.32,2.09,0,0
190.743,4726,79.2,168,1.65,2.34,0,0
190.782,4727,89.4,179,1.32,1.98,1,0
190.826,4728,85.5,185,2.71,2.03,0,0
190.864,4729,88.1,177,1.31,1.80,1,0
190.903,4730,80.7,167,1.75,2.63,0,0
190.945,4731,87.9,178,1.35,1.83,1,0
190.982,4732,88.7,177,1.53,1.71,1,0
191.023,4733,81.6,168,1.77,2.76,0,0
191.063,4734,81.8,167,1.72,2.38,0,0
191.103,4735,81.5,167,1.65,2.12,0,0
191.144,4736,81.7,170,1.82,2.23,0,0
191.183,4737,79.7,170,1.94,2.58,0,0
191.225,4738,73.8,175,2.89,2.63,0,0
191.263,4739,72.3,176,3.16,2.55,0,0
191.305,4740,74.0,174,3.08,2.57,0,0
191.342,4741,72.7,173,3.15,2.31,0,0
191.385,4742,71.2,171,3.32,1.98,0,0
191.422,4743,67.7,169,3.46,2.14,0,0
191.465,4744,69.4,169,3.39,2.38,0,0
191.502,4745,78.3,179,3.07,1.46,0,0
191.545,4746,73.2,167,3.14,2.29,0,0
191.583,4747,71.6,167,3.12,2.53,0,0
191.626,4748,69.1,168,3.39,2.44,0,0
191.664,4749,69.8,166,3.27,2.29,0,0
191.702,4750,69.3,163,3.31,2.03,0,0
191.746,4751,72.6,161,3.19,1.94,0,0
191.783,4752,68.7,161,3.44,1.86,0,0
191.826,4753,72.1,160,3.19,2.06,0,0
191.864,4754,76.3,171,3.01,1.17,0,0
191.902,4755,58.5,165,3.28,1.13,0,0
191.945,4756,69.0,162,3.36,1.98,0,0
191.983,4757,67.7,162,3.35,1.99,0,0
192.025,4758,68.4,159,3.23,1.50,0,0
192.062,4759,53.4,146,3.41,0.56,0,0
192.102,4760,48.4,149,3.46,0.54,0,0
192.143,4761,47.5,151,3.41,0.69,0,0
192.182,4762,53.0,150,3.42,0.43,0,0
192.223,4763,47.2,144,3.23,0.36,0,0
192.264,4764,45.6,139,3.12,0.28,0,0
192.302,4765,49.6,136,2.98,0.28,0,0
192.342,4766,50.0,141,2.93,0.28,0,0
192.384,4767,43.1,150,3.18,0.63,0,0
192.422,4768,42.3,146,3.08,0.31,0,0
192.462,4769,42.3,144,3.08,0.40,0,0
192.502,4770,39.6,149,3.19,0.88,0,0
192.544,4771,40.7,149,3.17,0.54,0,0
192.582,4772,40.0,148,3.17,0.54,0,0
192.625,4773,40.9,148,3.16,0.70,0,0
192.662,4774,39.7,150,3.17,0.86,0,0
192.704,4775,40.4,149,3.17,0.90,0,0
192.742,4776,41.3,145,3.13,0.34,0,0
192.782,4777,40.7,146,2.94,0.89,0,0
192.822,4778,39.2,145,3.08,0.51,0,0
192.863,4779,40.5,143,3.02,0.42,0,0
192.902,4780,42.2,143,3.01,0.34,0,0
192.945,4781,41.8,143,2.90,0.51,0,0
192.982,4782,41.2,144,2.90,0.66,0,0
193.022,4783,39.7,146,3.04,0.51,0,0
193.063,4784,41.7,145,2.99,0.51,0,0
193.102,4785,39.5,146,3.01,0.51,0,0
193.142,4786,38.9,147,3.02,0.66,0,0
193.183,4787,40.8,145,2.90,0.86,0,0
193.222,4788,41.4,145,2.84,0.85,0,0
193.265,4789,39.1,149,3.11,0.86,0,0
193.302,4790,39.1,149,3.09,0.82,0,0
193.342,4791,39.7,148,3.09,0.69,0,0
193.384,4792,39.1,149,3.09,0.83,0,0
193.422,4793,39.0,149,3.11,0.83,0,0
193.462,4794,39.1,149,3.10,0.83,0,0
193.504,4795,39.0,149,3.10,0.83,0,0
193.543,4796,39.7,148,3.11,0.69,0,0
193.586,4797,39.1,149,3.10,0.83,0,0
193.622,4798,39.1,149,3.11,0.83,0,0
193.663,4799,39.1,149,3.10,0.82,0,0
193.703,4800,39.1,149,3.09,0.82,0,0
193.742,4801,39.1,149,3.10,0.83,0,0
193.783,4802,39.1,149,3.10,0.83,0,0
193.822,4803,39.1,149,3.10,0.83,0,0
193.864,4804,39.1,149,3.11,0.82,0,0
193.902,4805,39.1,149,3.10,0.82,0,0
193.943,4806,39.1,149,3.10,0.82,0,0
193.983,4807,39.1,149,3.11,0.83,0,0
194.022,4808,39.7,148,3.11,0.69,0,0
194.062,4809,39.1,149,3.10,0.82,0,0
194.102,4810,39.7,148,3.11,0.69,0,0
194.143,4811,39.1,149,3.11,0.82,0,0
194.182,4812,39.7,148,3.10,0.70,0,0
194.223,4813,39.7,148,3.10,0.68,0,0
194.264,4814,39.7,148,3.11,0.68,0,0
194.302,4815,39.7,148,3.09,0.69,0,0
194.346,4816,39.1,149,3.11,0.82,0,0
194.382,4817,39.7,148,3.10,0.69,0,0
194.424,4818,39.0,149,3.10,0.82,0,0
194.462,4819,39.7,148,3.10,0.69,0,0
194.505,4820,39.1,149,3.11,0.82,0,0
194.542,4821,39.1,149,3.09,0.82,0,0
194.582,4822,39.1,149,3.11,0.82,0,1
194.637,4823,39.1,149,3.10,0.82,0,0
194.673,4824,39.7,148,3.10,0.68,0,0
194.712,4825,39.1,149,3.10,0.82,0,0
194.751,4826,39.1,149,3.10,0.82,0,0
194.787,4827,39.7,148,3.11,0.69,0,0
194.826,4828,39.1,149,3.11,0.83,0,0
194.866,4829,39.1,149,3.09,0.82,0,0
194.902,4830,39.1,149,3.11,0.82,0,0
194.943,4831,39.1,149,3.10,0.82,0,0
194.983,4832,39.1,149,3.11,0.82,0,0
195.026,4833,39.1,149,3.10,0.82,0,0
195.062,4834,39.1,149,3.11,0.82,0,0
195.102,4835,39.7,148,3.10,0.68,0,0
195.144,4836,39.1,149,3.10,0.82,0,0
195.182,4837,39.7,148,3.10,0.68,0,0
195.224,4838,39.1,149,3.09,0.82,0,0
195.262,4839,39.7,148,3.10,0.69,0,0
195.302,4840,39.1,149,3.11,0.82,0,0
195.344,4841,39.1,149,3.10,0.82,0,0
195.383,4842,39.1,149,3.10,0.83,0,0
195.425,4843,39.1,149,3.11,0.82,0,0
195.463,4844,39.8,148,3.11,0.68,0,0
195.502,4845,39.1,149,3.10,0.82,0,0
195.545,4846,39.1,149,3.10,0.82,0,0
195.582,4847,39.1,149,3.11,0.82,0,0
195.623,4848,39.1,149,3.10,0.82,0,0
195.663,4849,39.1,149,3.10,0.83,0,0
195.704,4850,39.1,149,3.10,0.82,0,0
195.743,4851,39.7,148,3.11,0.69,0,0
195.783,4852,39.7,148,3.10,0.69,0,0
195.824,4853,39.1,149,3.12,0.82,0,0
195.863,4854,39.1,149,3.10,0.82,0,0
195.904,4855,39.2,149,3.09,0.82,0,0
195.942,4856,39.1,149,3.10,0.82,0,0
195.985,4857,39.1,149,3.10,0.82,0,0
196.022,4858,39.1,149,3.10,0.82,0,0
196.062,4859,39.7,148,3.10,0.68,0,0
196.102,4860,39.8,148,3.11,0.68,0,0
196.145,4861,39.1,149,3.10,0.82,0,0
196.183,4862,39.7,148,3.10,0.67,0,0
196.223,4863,39.7,148,3.10,0.67,0,0
196.264,4864,39.8,148,3.10,0.67,0,0
196.302,4865,39.7,148,3.10,0.65,0,0
196.346,4866,41.3,146,2.99,0.67,0,0
196.390,4867,39.6,148,3.11,0.67,0,0
196.433,4868,39.8,148,3.11,0.65,0,0
196.470,4869,42.9,145,2.90,0.50,0,0
196.505,4870,42.0,144,2.85,0.50,0,0
196.544,4871,41.0,145,2.88,0.83,0,0
196.585,4872,40.5,147,3.04,0.68,0,0
196.624,4873,40.5,148,3.10,0.51,0,0
196.664,4874,42.8,145,2.88,0.51,0,0
196.702,4875,40.4,148,3.10,0.50,0,0
196.743,4876,42.1,144,2.82,0.50,0,0
196.783,4877,39.8,149,3.14,0.65,0,0
196.823,4878,41.5,147,2.98,0.64,0,0
196.863,4879,42.0,145,2.84,0.67,0,0
196.903,4880,40.0,148,3.14,0.67,0,0
196.942,4881,41.9,145,2.83,0.67,0,0
196.983,4882,41.6,145,2.80,0.68,0,0
197.022,4883,42.8,145,2.89,0.51,0,0
197.063,4884,40.9,147,3.00,0.49,0,0
197.103,4885,41.4,148,3.05,0.50,0,0
197.146,4886,42.7,145,2.86,0.50,0,0
197.183,4887,43.5,145,2.92,0.38,0,0
197.223,4888,42.0,147,2.89,0.49,0,0
197.263,4889,42.8,144,2.86,0.39,0,0
197.304,4890,42.6,150,2.90,0.82,0,0
197.343,4891,41.4,152,3.05,0.64,0,0
197.383,4892,44.3,150,2.66,0.50,0,0
197.423,4893,45.4,150,2.49,0.31,0,0
197.465,4894,42.6,146,2.37,0.54,0,0
197.503,4895,43.3,145,2.50,0.44,0,0
197.543,4896,42.2,144,2.46,0.43,0,0
197.585,4897,37.9,146,2.99,0.88,0,0
197.623,4898,37.7,146,3.16,0.73,0,0
197.663,4899,37.4,145,3.22,0.57,0,0
197.705,4900,36.9,146,3.28,0.54,0,0
197.742,4901,37.5,146,3.30,0.41,0,0
197.783,4902,36.6,145,3.43,0.33,0,0
197.824,4903,36.1,149,3.45,0.49,0,0
197.863,4904,36.0,148,3.70,0.37,0,0
197.903,4905,38.3,147,3.55,0.28,0,0
197.943,4906,37.3,152,3.96,0.95,0,0
197.984,4907,38.0,154,3.98,1.14,0,0
198.023,4908,39.3,154,3.83,0.95,0,0
198.065,4909,39.3,154,3.86,0.95,0,0
198.102,4910,38.2,153,3.88,0.94,0,0
198.143,4911,38.5,147,3.52,0.29,0,0
198.183,4912,38.6,147,3.52,0.29,0,0
198.225,4913,38.2,147,3.60,0.29,0,0
198.263,4914,38.0,147,3.59,0.29,0,0
198.303,4915,38.1,147,3.61,0.29,0,0
198.343,4916,38.0,147,3.62,0.29,0,0
198.384,4917,38.1,147,3.59,0.29,0,0
198.422,4918,36.0,145,3.76,0.29,0,0
198.463,4919,39.0,147,3.47,0.28,0,0
198.504,4920,38.4,146,3.52,0.30,0,0
198.543,4921,38.3,146,3.47,0.29,0,0
198.582,4922,37.1,145,3.59,0.30,0,0
198.624,4923,37.3,144,3.44,0.28,0,0
198.663,4924,34.6,148,3.65,0.47,0,0
198.706,4925,34.5,147,3.67,0.47,0,0
198.743,4926,35.1,147,3.53,0.38,0,0
198.783,4927,33.2,146,3.70,0.37,0,0
198.823,4928,33.7,143,3.60,0.28,0,0
198.864,4929,33.4,144,3.61,0.28,0,0
198.903,4930,31.4,143,3.68,0.29,0,0
198.943,4931,44.8,148,5.09,0.29,0,0
198.985,4932,31.5,143,3.60,0.29,0,0
199.023,4933,32.3,144,3.42,0.36,0,0
199.063,4934,34.0,155,2.65,0.33,0,0
199.106,4935,28.0,142,3.48,0.32,0,0
199.143,4936,32.4,153,2.53,0.34,0,0
199.183,4937,29.0,144,3.06,0.34,0,0
199.223,4938,27.9,143,2.93,0.36,0,0
199.265,4939,29.7,150,2.30,0.34,0,0
199.303,4940,28.1,151,2.13,0.40,0,0
199.346,4941,27.1,150,2.07,0.41,0,0
199.383,4942,25.4,148,1.99,0.45,0,0
199.426,4943,24.1,149,1.78,0.60,0,0
199.463,4944,21.4,142,1.67,0.64,0,0
199.503,4945,20.1,144,1.50,0.69,0,0
199.545,4946,19.5,140,1.36,0.51,0,0
199.583,4947,30.1,128,4.88,0.54,0,0
199.623,4948,17.6,136,1.15,0.56,0,0
199.664,4949,31.1,125,5.12,0.70,0,0
199.704,4950,12.3,133,1.12,0.94,0,0
199.746,4951,24.7,120,4.57,1.07,0,0
199.783,4952,30.9,116,4.81,1.09,0,0
199.824,4953,32.7,109,4.45,0.90,0,0
199.863,4954,36.9,106,4.38,0.93,0,0
199.903,4955,37.2,104,4.31,1.11,0,0
199.943,4956,37.5,100,4.23,1.21,0,0
199.983,4957,36.1,97,4.12,1.40,0,0
200.023,4958,35.8,93,4.04,1.54,0,0
200.062,4959,40.1,85,3.56,1.35,0,0
200.106,4960,46.3,82,3.40,1.53,0,0
200.143,4961,51.8,77,3.18,1.40,0,0
200.183,4962,68.6,72,2.83,1.36,0,0
200.223,4963,57.0,68,2.86,1.30,0,0
200.267,4964,53.0,65,2.74,1.15,0,0
200.303,4965,50.5,63,2.62,1.18,0,0
200.343,4966,50.0,59,2.41,1.15,0,0
200.385,4967,43.9,62,2.45,1.09,0,0
200.422,4968,47.8,61,2.51,1.15,0,0
200.463,4969,45.9,63,2.62,1.19,0,0
200.503,4970,78.7,68,2.55,1.23,0,0
200.544,4971,74.4,73,2.18,0.38,0,0
200.583,4972,58.1,90,2.33,0.63,0,0
200.623,4973,52.7,100,2.45,0.77,0,0
200.665,4974,51.6,105,2.52,0.80,0,0
200.703,4975,50.2,106,2.47,0.81,0,0
200.743,4976,49.5,106,2.45,0.79,0,0
200.784,4977,49.1,106,2.48,0.91,0,0
200.823,4978,51.5,105,2.51,0.94,0,0
200.863,4979,50.2,106,2.47,0.79,0,0
200.903,4980,51.6,105,2.50,0.77,0,0
200.943,4981,51.7,105,2.49,0.77,0,0
200.984,4982,51.6,105,2.52,0.75,0,0
201.023,4983,49.8,107,2.40,0.77,0,0
201.063,4984,51.9,106,2.53,0.79,0,0
201.103,4985,49.7,107,2.38,0.84,0,0
201.145,4986,51.8,106,2.51,0.79,0,0
201.183,4987,51.6,105,2.53,0.77,0,0
201.224,4988,51.5,105,2.51,0.77,0,0
201.265,4989,51.6,105,2.51,0.75,0,0
201.303,4990,51.4,105,2.53,0.94,0,0
201.343,4991,51.9,105,2.53,0.89,0,0
201.383,4992,52.1,103,2.47,0.75,0,0
201.423,4993,53.7,100,2.47,0.76,0,0
201.463,4994,54.3,100,2.42,0.72,0,0
201.504,4995,53.9,100,2.47,0.69,0,0
201.546,4996,54.0,100,2.49,0.69,0,0
201.584,4997,54.3,100,2.47,0.73,0,0
201.623,4998,54.4,100,2.49,0.73,0,0
201.667,4999,54.2,100,2.49,0.71,0,0
201.703,5000,54.4,100,2.49,0.73,0,0
201.743,5001,54.2,100,2.49,0.71,0,0
201.783,5002,54.2,100,2.49,0.71,0,0
201.823,5003,54.0,100,2.49,0.71,0,0
201.865,5004,54.3,100,2.47,0.73,0,0
201.904,5005,54.2,100,2.49,0.71,0,0
201.943,5006,54.1,100,2.47,0.71,0,0
201.986,5007,54.0,100,2.49,0.69,0,0
202.024,5008,54.4,100,2.49,0.73,0,0
202.063,5009,53.9,100,2.49,0.71,0,0
202.103,5010,54.2,100,2.49,0.71,0,0
202.146,5011,54.2,100,2.49,0.71,0,0
202.183,5012,54.2,100,2.49,0.71,0,0
202.223,5013,53.9,100,2.49,0.71,0,0
202.266,5014,54.0,100,2.47,0.71,0,0
202.303,5015,54.1,100,2.47,0.71,0,0
202.343,5016,54.1,100,2.47,0.71,0,0
202.384,5017,54.0,100,2.49,0.71,0,0
202.423,5018,54.0,100,2.47,0.71,0,0
202.463,5019,54.3,100,2.47,0.73,0,0
202.503,5020,54.2,100,2.49,0.71,0,1
202.557,5021,54.2,100,2.49,0.71,0,0
202.595,5022,54.3,100,2.47,0.73,0,0
202.632,5023,52.7,99,2.39,0.81,0,0
202.665,5024,54.4,100,2.49,0.73,0,0
202.707,5025,52.8,99,2.39,0.81,0,0
202.743,5026,53.0,99,2.39,0.78,0,0
202.787,5027,53.0,98,2.39,0.78,0,0
202.826,5028,53.3,98,2.39,0.75,0,0
202.863,5029,54.3,98,2.41,0.77,0,0
202.907,5030,53.2,99,2.33,0.74,0,0
202.943,5031,53.9,98,2.43,0.74,0,0
202.983,5032,53.1,100,2.40,0.77,0,0
203.024,5033,53.6,98,2.40,0.74,0,0
203.064,5034,54.2,97,2.28,0.75,0,0
203.105,5035,55.2,98,2.30,0.78,0,0
203.143,5036,55.1,99,2.38,0.69,0,0
203.183,5037,54.9,100,2.33,0.71,0,0
203.223,5038,55.2,100,2.40,0.72,0,0
203.266,5039,53.8,101,2.36,0.74,0,0
203.303,5040,53.7,101,2.36,0.72,0,0
203.343,5041,53.8,101,2.36,0.72,0,0
203.384,5042,53.6,101,2.36,0.72,0,0
203.423,5043,53.6,101,2.33,0.74,0,0
203.467,5044,54.7,99,2.38,0.67,0,0
203.503,5045,55.0,98,2.38,0.78,0,0
203.543,5046,54.6,97,2.29,0.74,0,0
203.583,5047,54.1,97,2.34,0.76,0,0
203.624,5048,56.8,95,2.36,0.66,0,0
203.663,5049,59.0,93,2.28,0.67,0,0
203.703,5050,58.8,92,2.27,0.68,0,0
203.743,5051,58.4,93,2.39,0.70,0,0
203.783,5052,57.6,92,2.29,0.77,0,0
203.823,5053,56.8,92,2.27,0.74,0,0
203.863,5054,57.0,92,2.26,0.76,0,0
203.907,5055,57.1,93,2.40,0.78,0,0
203.943,5056,58.3,92,2.32,0.77,0,0
203.984,5057,58.2,92,2.36,0.77,0,0
204.023,5058,60.4,88,2.30,0.66,0,0
204.066,5059,65.8,83,2.40,0.55,0,0
