t,frame,ang,npts,res_c,res_l,dispara,marca_humana
84.810,2078,74.5,117,3.66,2.01,0,0
84.851,2079,74.3,117,3.66,2.22,0,0
84.890,2080,80.1,113,3.56,1.70,0,0
84.930,2081,83.1,113,3.56,1.25,0,0
84.971,2082,84.3,113,3.56,1.61,0,0
85.009,2083,83.9,113,3.56,1.20,0,0
85.052,2084,74.5,117,3.66,2.01,0,0
85.089,2085,83.4,113,3.56,1.22,0,0
85.132,2086,83.4,114,3.56,1.22,0,0
85.170,2087,83.4,112,3.45,0.94,0,0
85.210,2088,84.9,113,3.56,1.41,0,0
85.251,2089,75.3,117,3.66,2.15,0,0
85.289,2090,83.2,113,3.56,1.22,0,0
85.330,2091,84.9,113,3.56,1.42,0,0
85.370,2092,83.4,113,3.56,1.24,0,0
85.414,2093,83.9,113,3.56,1.18,0,0
85.454,2094,84.4,113,3.56,1.46,0,0
85.489,2095,83.8,113,3.56,1.20,0,0
85.530,2096,84.5,113,3.56,1.45,0,0
85.574,2097,74.5,117,3.66,2.01,0,0
85.609,2098,83.9,113,3.56,1.20,0,0
85.651,2099,83.4,113,3.56,1.22,0,0
85.690,2100,83.4,113,3.56,1.24,0,0
85.730,2101,84.5,113,3.56,1.45,0,0
85.771,2102,75.3,117,3.66,2.16,0,0
85.810,2103,84.7,113,3.56,1.43,0,0
85.853,2104,84.5,113,3.56,1.45,0,0
85.889,2105,84.6,113,3.56,1.50,0,0
85.930,2106,83.8,113,3.56,1.21,0,0
85.972,2107,80.5,112,3.45,1.23,0,0
86.010,2108,83.8,113,3.56,1.21,0,0
86.050,2109,83.9,113,3.57,1.18,0,0
86.092,2110,83.9,113,3.56,1.20,0,0
86.130,2111,84.5,113,3.56,1.43,0,0
86.170,2112,84.1,113,3.56,1.52,0,0
86.211,2113,75.3,117,3.66,2.16,0,0
86.250,2114,84.9,113,3.56,1.41,0,0
86.290,2115,83.4,113,3.56,1.24,0,0
86.333,2116,84.0,113,3.56,1.47,0,0
86.370,2117,84.7,113,3.56,1.76,0,0
86.410,2118,83.4,113,3.56,1.24,0,0
86.453,2119,84.5,113,3.56,1.45,0,0
86.490,2120,74.5,117,3.66,1.99,0,0
86.531,2121,75.1,117,3.66,2.17,0,0
86.571,2122,83.8,113,3.56,1.20,0,0
86.610,2123,77.7,116,3.66,2.07,0,0
86.650,2124,83.6,113,3.56,1.22,0,0
86.691,2125,77.7,116,3.66,2.07,0,0
86.730,2126,74.6,117,3.66,2.02,0,0
86.770,2127,78.2,116,3.66,2.28,0,0
86.810,2128,80.1,113,3.56,1.70,0,0
86.853,2129,83.2,113,3.56,1.24,0,0
86.889,2130,83.8,113,3.56,1.21,0,0
86.930,2131,74.6,117,3.66,2.02,0,0
86.971,2132,83.0,113,3.56,1.37,0,0
87.010,2133,74.5,117,3.66,1.99,0,0
87.050,2134,75.3,117,3.66,2.16,0,0
87.090,2135,83.7,113,3.56,1.20,0,0
87.130,2136,74.6,117,3.66,2.02,0,0
87.170,2137,84.6,113,3.56,1.50,0,0
87.210,2138,74.5,117,3.66,2.01,0,0
87.252,2139,83.9,113,3.56,1.18,0,0
87.290,2140,82.0,113,3.56,1.54,0,0
87.330,2141,77.7,116,3.66,2.21,0,0
87.370,2142,83.2,113,3.56,1.72,0,0
87.410,2143,83.4,113,3.56,1.24,0,0
87.450,2144,83.9,113,3.56,1.20,0,0
87.490,2145,78.2,116,3.66,2.14,0,0
87.531,2146,85.2,112,3.47,1.06,0,0
87.570,2147,83.2,113,3.57,1.22,0,0
87.610,2148,77.7,114,3.58,2.07,0,0
87.650,2149,35.6,111,3.40,4.34,0,0
87.689,2150,89.0,113,3.35,1.55,0,0
87.730,2151,87.5,117,3.53,1.31,0,0
87.769,2152,81.0,123,3.29,1.83,0,0
87.811,2153,86.5,114,3.42,2.01,0,0
87.848,2154,7.1,114,3.58,5.15,0,0
87.888,2155,69.4,105,3.48,1.99,0,0
87.928,2156,63.9,95,2.85,0.93,0,0
87.968,2157,49.0,86,1.95,0.89,1,0
88.010,2158,26.0,76,0.25,1.70,0,0
88.047,2159,18.7,62,0.23,1.41,0,0
88.087,2160,34.6,60,0.23,1.21,0,0
88.131,2161,31.2,56,0.77,0.93,0,0
88.169,2162,80.6,178,5.96,0.85,0,0
88.211,2163,61.7,228,9.42,0.70,0,0
88.250,2164,31.7,245,8.96,0.97,0,0
88.293,2165,15.7,239,4.54,0.98,0,0
88.331,2166,13.9,243,3.76,1.09,0,0
88.371,2167,13.4,248,3.18,1.06,0,0
88.413,2168,30.6,81,0.60,0.25,0,0
88.455,2169,32.4,77,0.41,0.26,0,0
88.497,2170,25.4,81,0.50,1.15,0,0
88.534,2171,40.0,74,0.60,0.35,0,0
88.570,2172,49.9,71,1.08,1.28,1,0
88.613,2173,52.1,77,1.46,0.97,1,0
88.649,2174,44.9,74,1.11,1.29,0,0
88.689,2175,48.5,70,1.19,1.28,1,0
88.732,2176,53.2,68,1.21,1.28,1,0
88.769,2177,51.1,67,1.18,1.25,1,0
88.810,2178,51.4,67,1.18,1.25,1,0
88.851,2179,52.4,67,1.18,1.16,1,0
88.889,2180,51.4,67,1.18,1.25,1,0
88.931,2181,52.2,67,1.18,1.16,1,0
88.969,2182,52.0,67,1.15,1.20,1,0
89.010,2183,52.1,67,1.21,1.17,1,0
89.051,2184,52.2,67,1.18,1.16,1,0
89.089,2185,52.0,67,1.15,1.20,1,0
89.130,2186,52.0,67,1.18,1.17,1,0
89.173,2187,52.0,67,1.18,1.17,1,0
89.219,2188,52.2,67,1.15,1.17,1,0
89.250,2189,52.0,67,1.18,1.17,1,0
89.292,2190,52.0,67,1.18,1.17,1,0
89.329,2191,52.0,67,1.18,1.17,1,0
89.370,2192,52.0,67,1.18,1.17,1,0
89.410,2193,52.0,67,1.18,1.17,1,0
89.450,2194,52.0,67,1.18,1.17,1,0
89.490,2195,52.0,67,1.18,1.17,1,0
89.530,2196,52.0,67,1.18,1.17,1,0
89.569,2197,52.5,67,1.15,1.16,1,0
89.611,2198,52.0,67,1.18,1.17,1,0
89.650,2199,52.0,67,1.18,1.17,1,0
89.690,2200,52.0,67,1.18,1.17,1,0
89.731,2201,52.0,67,1.18,1.17,1,0
89.770,2202,52.2,67,1.18,1.16,1,0
89.811,2203,51.7,67,1.18,1.20,1,0
89.850,2204,52.0,67,1.18,1.17,1,0
89.892,2205,52.2,67,1.18,1.16,1,0
89.930,2206,52.0,67,1.18,1.17,1,0
89.972,2207,52.0,67,1.18,1.17,1,0
90.010,2208,52.0,67,1.18,1.17,1,0
90.054,2209,52.2,67,1.15,1.17,1,0
90.096,2210,51.7,67,1.18,1.20,1,0
90.139,2211,52.0,67,1.18,1.17,1,0
90.173,2212,52.0,67,1.18,1.17,1,0
90.209,2213,52.0,67,1.18,1.17,1,0
90.248,2214,52.0,67,1.18,1.17,1,0
90.289,2215,52.0,67,1.18,1.17,1,0
90.328,2216,52.2,67,1.18,1.16,1,0
90.370,2217,52.2,67,1.18,1.16,1,0
90.409,2218,52.2,67,1.18,1.16,1,0
90.462,2219,52.0,67,1.18,1.17,1,0
90.493,2220,52.0,67,1.18,1.17,1,0
90.529,2221,52.0,67,1.18,1.17,1,0
90.572,2222,52.0,67,1.18,1.17,1,0
90.609,2223,52.2,67,1.18,1.16,1,0
90.650,2224,52.2,67,1.18,1.16,1,0
90.697,2225,52.0,67,1.18,1.17,1,0
90.734,2226,52.0,67,1.18,1.17,1,0
90.770,2227,52.0,67,1.18,1.17,1,0
90.812,2228,52.2,67,1.15,1.17,1,0
90.852,2229,52.0,67,1.18,1.17,1,0
90.893,2230,52.0,67,1.18,1.17,1,0
90.930,2231,52.0,67,1.18,1.17,1,0
90.971,2232,52.2,67,1.18,1.16,1,0
91.009,2233,52.0,67,1.18,1.17,1,0
91.050,2234,52.0,67,1.18,1.17,1,0
91.090,2235,52.2,67,1.15,1.17,1,0
91.130,2236,52.0,67,1.18,1.17,1,0
91.172,2237,52.2,67,1.18,1.16,1,0
91.210,2238,52.2,67,1.18,1.16,1,0
91.250,2239,51.7,67,1.18,1.20,1,0
91.290,2240,52.5,67,1.15,1.16,1,0
91.330,2241,52.0,67,1.18,1.17,1,0
91.371,2242,52.2,67,1.18,1.16,1,0
91.413,2243,52.0,67,1.18,1.17,1,0
91.451,2244,52.2,67,1.18,1.16,1,0
91.489,2245,52.0,67,1.18,1.17,1,0
91.528,2246,52.0,67,1.18,1.17,1,0
91.571,2247,52.2,67,1.18,1.16,1,0
91.609,2248,52.2,67,1.18,1.16,1,0
91.657,2249,52.7,67,1.15,1.16,1,0
91.689,2250,52.0,67,1.18,1.17,1,0
91.731,2251,52.2,67,1.18,1.16,1,0
91.770,2252,52.0,67,1.18,1.17,1,0
91.811,2253,52.0,67,1.18,1.17,1,0
91.851,2254,49.8,69,1.20,0.92,1,0
91.893,2255,49.2,69,1.06,0.94,1,0
91.930,2256,57.2,73,1.45,1.09,1,0
91.970,2257,65.5,66,1.38,0.98,1,0
92.011,2258,34.3,56,1.37,0.74,0,0
92.050,2259,39.2,56,1.45,0.51,0,0
92.091,2260,44.6,58,1.29,0.59,0,0
92.129,2261,45.8,57,1.30,0.53,1,0
92.170,2262,44.0,58,1.35,0.57,0,0
92.208,2263,50.5,54,0.94,0.44,1,0
92.249,2264,64.7,55,0.24,0.49,1,0
92.288,2265,55.4,51,0.23,0.30,1,0
92.330,2266,52.7,54,0.24,0.29,1,0
92.374,2267,53.2,53,0.24,0.29,1,0
92.408,2268,54.2,53,0.24,0.33,1,0
92.448,2269,54.2,53,0.24,0.33,1,0
92.490,2270,64.1,60,0.23,0.45,1,0
92.529,2271,54.5,51,0.24,0.26,1,0
92.572,2272,56.6,53,0.25,0.33,1,0
92.608,2273,61.7,58,0.24,0.42,1,0
92.650,2274,58.1,53,0.27,0.29,1,0
92.690,2275,62.1,58,0.29,0.44,1,0
92.732,2276,63.5,59,0.31,0.44,1,0
92.769,2277,59.6,58,0.58,0.47,1,0
92.812,2278,40.7,62,1.45,0.56,0,0
92.850,2279,63.0,72,1.82,1.00,1,0
92.902,2280,52.4,76,1.49,1.26,1,0
92.934,2281,52.0,75,1.42,1.32,1,0
92.970,2282,55.7,72,1.41,1.35,1,0
93.010,2283,58.0,73,1.74,1.14,1,0
93.050,2284,58.7,71,1.59,1.34,1,0
93.090,2285,56.1,72,1.67,1.20,1,0
93.131,2286,57.2,74,1.76,1.05,1,0
93.170,2287,56.2,72,1.65,1.17,1,0
93.212,2288,57.3,74,1.75,1.04,1,0
93.249,2289,56.2,72,1.65,1.17,1,0
93.290,2290,58.1,73,1.82,1.16,1,0
93.330,2291,58.1,73,1.82,1.16,1,0
93.370,2292,58.3,72,1.68,1.18,1,0
93.414,2293,59.8,73,1.81,1.20,1,0
93.450,2294,58.3,72,1.68,1.15,1,0
93.488,2295,58.1,73,1.82,1.16,1,0
93.529,2296,58.1,73,1.82,1.16,1,0
93.568,2297,58.3,72,1.68,1.15,1,0
93.609,2298,59.8,73,1.81,1.20,1,0
93.648,2299,59.8,73,1.81,1.20,1,0
93.691,2300,59.8,73,1.81,1.20,1,0
93.729,2301,57.8,72,1.68,1.22,1,0
93.768,2302,57.7,72,1.68,1.23,1,0
93.810,2303,57.4,73,1.80,1.22,1,0
93.848,2304,57.5,73,1.80,1.25,1,0
93.890,2305,57.6,73,1.77,1.22,1,0
93.929,2306,58.3,73,1.76,1.16,1,0
93.970,2307,60.1,73,1.81,1.11,1,0
94.009,2308,56.3,75,1.82,0.97,1,0
94.050,2309,54.4,77,1.80,1.01,1,0
94.096,2310,50.1,74,1.46,1.29,1,0
94.130,2311,47.7,85,1.64,1.12,1,0
94.173,2312,44.0,87,1.09,0.81,0,0
94.210,2313,41.8,86,0.85,0.77,0,0
94.251,2314,40.4,88,0.90,0.76,0,0
94.292,2315,40.8,87,0.83,0.70,0,0
94.331,2316,38.5,89,0.80,0.58,0,0
94.371,2317,40.4,101,0.94,0.84,0,0
94.413,2318,35.2,105,0.75,0.28,0,0
94.452,2319,41.4,111,1.29,0.56,0,0
94.493,2320,41.9,110,1.46,0.33,0,0
94.531,2321,44.2,108,1.90,0.34,0,0
94.572,2322,44.0,108,1.93,0.34,0,0
94.613,2323,44.7,106,1.89,0.35,0,0
94.651,2324,44.9,106,1.87,0.34,0,0
94.691,2325,44.8,106,1.89,0.34,0,0
94.734,2326,44.9,106,1.88,0.34,0,0
94.771,2327,44.8,106,1.89,0.34,0,0
94.811,2328,44.9,106,1.87,0.34,0,0
94.851,2329,45.0,106,1.86,0.34,1,0
94.892,2330,42.6,107,1.69,0.30,0,0
94.931,2331,45.2,106,1.87,0.34,1,0
94.971,2332,46.9,107,1.92,0.57,1,0
95.013,2333,52.5,105,2.34,0.97,0,0
95.051,2334,47.8,96,1.94,0.30,1,0
95.093,2335,55.7,95,2.33,0.87,0,0
95.131,2336,46.7,85,1.73,0.25,1,0
95.177,2337,49.8,85,1.82,0.31,1,0
95.219,2338,50.5,86,1.93,0.40,1,0
95.253,2339,56.4,86,2.13,0.76,0,0
95.291,2340,55.8,86,2.15,0.83,0,0
95.334,2341,55.9,86,2.16,0.76,0,0
95.371,2342,56.7,87,2.16,1.00,0,0
95.411,2343,57.4,87,2.15,1.00,0,0
95.454,2344,56.5,86,2.15,0.76,0,0
95.491,2345,57.7,87,2.13,0.89,0,0
95.531,2346,56.4,86,2.10,0.65,0,0
95.573,2347,51.8,87,1.93,0.47,1,0
95.625,2348,53.0,88,2.16,0.45,0,0
95.658,2349,51.9,88,2.18,0.36,0,0
95.693,2350,51.2,90,2.22,0.37,0,0
95.732,2351,49.0,87,1.96,0.28,1,0
95.771,2352,49.1,87,1.94,0.27,1,0
95.811,2353,49.9,88,2.20,0.27,0,0
95.851,2354,61.6,95,2.80,1.03,0,0
95.896,2355,54.6,88,2.26,0.29,0,0
95.931,2356,52.7,86,2.09,0.24,0,0
95.972,2357,54.1,91,2.37,0.29,0,0
96.016,2358,54.7,87,2.27,0.30,0,0
96.051,2359,62.1,92,2.73,0.73,0,0
96.091,2360,62.6,89,2.65,0.77,0,0
96.133,2361,61.9,88,2.67,0.78,0,0
96.171,2362,63.0,88,2.66,0.95,0,0
96.213,2363,55.9,88,2.27,0.78,0,0
96.251,2364,57.4,89,2.31,0.95,0,0
96.291,2365,49.2,81,1.86,0.31,1,0
96.332,2366,50.2,79,1.85,0.30,1,0
96.372,2367,49.7,79,1.80,0.30,1,0
96.411,2368,44.3,82,1.52,0.31,0,0
96.454,2369,46.7,80,1.68,0.32,1,0
96.491,2370,47.9,78,1.73,0.35,1,0
96.531,2371,43.6,79,1.32,0.43,0,0
96.574,2372,44.3,79,1.45,0.43,0,0
96.611,2373,44.6,79,1.45,0.44,0,0
96.651,2374,44.1,79,1.32,0.43,0,0
96.693,2375,44.2,79,1.30,0.45,0,0
96.731,2376,44.7,80,1.53,0.33,0,0
96.771,2377,42.3,82,1.32,0.32,0,0
96.815,2378,42.2,82,1.32,0.33,0,0
96.851,2379,42.4,82,1.32,0.31,0,0
96.891,2380,45.5,80,1.52,0.32,1,0
96.950,2381,42.4,82,1.26,0.30,0,0
96.986,2382,42.5,82,1.32,0.30,0,0
97.018,2383,42.6,82,1.32,0.30,0,0
97.055,2384,43.6,81,1.30,0.41,0,0
97.092,2385,43.1,81,1.30,0.45,0,0
97.131,2386,42.9,81,1.32,0.45,0,0
97.171,2387,43.3,81,1.28,0.44,0,0
97.214,2388,42.8,81,1.32,0.43,0,0
97.251,2389,43.7,81,1.31,0.45,0,0
97.294,2390,50.8,88,1.95,1.01,1,0
97.331,2391,47.9,87,1.69,0.87,1,0
97.378,2392,48.3,87,1.65,0.85,1,0
97.410,2393,49.6,88,1.95,0.80,1,0
97.451,2394,49.6,88,1.95,0.80,1,0
97.493,2395,49.6,88,1.95,0.80,1,0
97.531,2396,51.2,89,1.91,0.99,1,0
97.571,2397,44.4,83,1.49,0.30,0,0
97.613,2398,43.8,83,1.47,0.34,0,0
97.651,2399,43.8,82,1.36,0.34,0,0
97.691,2400,44.2,83,1.54,0.26,0,0
97.734,2401,44.6,83,1.52,0.28,0,0
97.771,2402,47.1,85,1.81,0.37,1,0
97.811,2403,44.3,83,1.54,0.23,0,0
97.851,2404,44.9,84,1.58,0.28,0,0
97.891,2405,44.6,83,1.58,0.25,0,0
97.933,2406,44.7,83,1.59,0.25,0,0
97.971,2407,44.2,83,1.53,0.23,0,0
98.013,2408,43.9,83,1.56,0.23,0,0
98.051,2409,44.4,83,1.53,0.25,0,0
98.091,2410,43.9,83,1.56,0.23,0,0
98.134,2411,44.5,84,1.56,0.28,0,0
98.171,2412,44.3,84,1.58,0.28,0,0
98.211,2413,46.4,85,1.78,0.37,1,0
98.268,2414,45.4,82,1.50,0.28,1,0
98.301,2415,48.0,83,1.74,0.37,1,0
98.335,2416,48.0,83,1.74,0.37,1,0
98.372,2417,47.9,83,1.79,0.37,1,0
98.411,2418,47.9,83,1.79,0.37,1,0
98.451,2419,48.9,84,1.79,0.49,1,0
98.492,2420,48.9,84,1.79,0.49,1,0
98.531,2421,48.9,84,1.79,0.49,1,0
98.573,2422,48.9,84,1.79,0.49,1,0
98.612,2423,48.9,84,1.79,0.49,1,0
98.651,2424,48.9,84,1.79,0.49,1,0
98.692,2425,48.9,84,1.79,0.49,1,0
98.731,2426,51.3,85,1.91,0.64,1,0
98.772,2427,48.8,84,1.73,0.49,1,0
98.812,2428,51.3,85,1.91,0.64,1,0
98.851,2429,48.7,84,1.73,0.49,1,0
98.891,2430,48.7,84,1.73,0.49,1,0
98.932,2431,48.6,84,1.73,0.49,1,0
98.971,2432,48.7,84,1.73,0.49,1,0
99.011,2433,48.7,84,1.73,0.49,1,0
99.056,2434,48.6,84,1.73,0.49,1,0
99.091,2435,51.2,85,1.92,0.64,1,0
99.132,2436,48.6,84,1.73,0.49,1,0
99.173,2437,48.6,84,1.73,0.49,1,0
99.211,2438,48.6,84,1.73,0.49,1,0
99.252,2439,48.7,84,1.73,0.49,1,0
99.295,2440,48.6,84,1.73,0.49,1,0
99.331,2441,48.7,84,1.73,0.49,1,0
99.374,2442,51.3,85,1.91,0.64,1,0
99.411,2443,48.7,84,1.73,0.49,1,0
99.451,2444,51.3,85,1.91,0.64,1,0
99.506,2445,48.7,84,1.73,0.49,1,0
99.539,2446,48.6,84,1.73,0.49,1,0
99.573,2447,48.6,84,1.73,0.49,1,0
99.614,2448,51.3,85,1.91,0.64,1,0
99.652,2449,48.7,84,1.73,0.49,1,0
99.692,2450,48.6,84,1.73,0.49,1,0
99.731,2451,48.6,84,1.73,0.49,1,0
99.771,2452,48.7,84,1.73,0.49,1,0
99.811,2453,48.6,84,1.73,0.49,1,0
99.851,2454,48.6,84,1.73,0.49,1,0
99.892,2455,48.6,84,1.73,0.49,1,0
99.931,2456,51.2,85,1.92,0.64,1,0
99.972,2457,48.0,84,1.80,0.49,1,0
100.012,2458,52.2,81,1.92,0.49,1,0
100.051,2459,54.7,85,2.20,0.79,0,0
100.094,2460,52.2,81,1.92,0.49,1,0
100.131,2461,56.4,83,2.14,0.80,0,0
100.174,2462,53.6,82,1.95,0.64,1,0
100.211,2463,53.7,82,1.95,0.65,1,0
100.252,2464,56.4,83,2.14,0.80,0,0
100.293,2465,53.6,82,1.95,0.64,1,0
100.332,2466,53.5,82,1.92,0.64,1,0
100.375,2467,56.4,83,2.14,0.80,0,0
100.411,2468,53.6,82,1.95,0.64,1,0
100.453,2469,53.7,82,1.95,0.65,1,0
100.493,2470,53.6,82,1.95,0.64,1,0
100.531,2471,53.6,82,1.95,0.64,1,0
100.574,2472,53.7,82,1.95,0.65,1,0
100.612,2473,56.4,83,2.14,0.79,0,0
100.652,2474,53.6,82,1.95,0.64,1,0
100.709,2475,53.6,82,1.95,0.64,1,0
100.742,2476,56.4,83,2.14,0.80,0,0
100.776,2477,53.6,82,1.95,0.64,1,0
100.814,2478,53.6,82,1.95,0.64,1,0
100.851,2479,53.6,82,1.95,0.64,1,0
100.891,2480,53.6,82,1.95,0.64,1,0
100.933,2481,56.4,83,2.14,0.79,0,0
100.971,2482,53.6,82,1.95,0.64,1,0
101.012,2483,53.7,82,1.95,0.65,1,0
101.053,2484,53.6,82,1.95,0.64,1,0
101.091,2485,53.6,82,1.95,0.64,1,0
101.134,2486,53.6,82,1.95,0.64,1,0
101.171,2487,53.6,82,1.95,0.64,1,0
101.213,2488,53.6,82,1.95,0.64,1,0
101.251,2489,53.6,82,1.95,0.64,1,0
101.291,2490,53.6,82,1.95,0.64,1,0
101.334,2491,53.6,82,1.95,0.64,1,0
101.372,2492,53.6,82,1.95,0.64,1,0
101.412,2493,56.4,83,2.14,0.79,0,0
101.453,2494,56.4,83,2.14,0.79,0,0
101.492,2495,53.6,82,1.95,0.64,1,0
101.532,2496,53.6,82,1.95,0.64,1,0
101.575,2497,53.6,82,1.95,0.64,1,0
101.616,2498,53.6,82,1.95,0.64,1,0
101.656,2499,56.4,83,2.14,0.79,0,0
101.697,2500,56.4,83,2.14,0.79,0,0
101.741,2501,53.6,82,1.95,0.64,1,0
101.778,2502,53.6,82,1.95,0.64,1,0
101.824,2503,53.6,82,1.95,0.64,1,0
101.857,2504,53.6,82,1.95,0.64,1,0
101.913,2505,53.6,82,1.95,0.64,1,0
101.951,2506,53.6,82,1.95,0.64,1,0
101.989,2507,53.6,82,1.95,0.64,1,0
102.031,2508,53.6,82,1.95,0.64,1,0
102.069,2509,53.6,82,1.95,0.64,1,0
102.106,2510,53.6,82,1.95,0.64,1,0
102.146,2511,53.7,82,1.95,0.65,1,0
102.182,2512,53.6,82,1.95,0.64,1,0
102.218,2513,53.6,82,1.95,0.64,1,0
102.254,2514,53.6,82,1.95,0.64,1,0
102.293,2515,53.6,82,1.95,0.64,1,0
102.331,2516,53.6,82,1.95,0.64,1,0
102.372,2517,56.4,83,2.14,0.79,0,0
102.415,2518,56.4,83,2.14,0.79,0,0
102.452,2519,53.6,82,1.95,0.64,1,0
102.493,2520,56.4,83,2.14,0.79,0,0
102.532,2521,53.6,82,1.95,0.64,1,0
102.572,2522,53.6,82,1.95,0.64,1,1
102.628,2523,56.4,83,2.14,0.79,0,0
102.663,2524,53.6,82,1.95,0.64,1,0
102.698,2525,53.6,82,1.95,0.64,1,0
102.740,2526,56.4,83,2.14,0.80,0,0
102.775,2527,53.6,82,1.95,0.64,1,0
102.816,2528,56.4,83,2.14,0.79,0,0
102.851,2529,53.6,82,1.95,0.64,1,0
102.892,2530,56.4,83,2.14,0.80,0,0
102.933,2531,53.6,82,1.95,0.64,1,0
102.972,2532,56.4,83,2.14,0.79,0,0
103.012,2533,53.6,82,1.95,0.64,1,0
103.052,2534,53.6,82,1.95,0.64,1,0
103.092,2535,56.4,83,2.14,0.79,0,0
103.133,2536,53.6,82,1.95,0.64,1,0
103.187,2537,53.6,82,1.95,0.64,1,0
103.220,2538,56.4,83,2.14,0.79,0,0
103.255,2539,53.6,82,1.95,0.64,1,0
103.293,2540,53.6,82,1.95,0.64,1,0
103.333,2541,53.6,82,1.95,0.64,1,0
103.372,2542,53.6,82,1.95,0.64,1,0
103.412,2543,53.6,82,1.95,0.64,1,0
103.456,2544,56.4,83,2.14,0.79,0,0
103.499,2545,53.6,82,1.95,0.64,1,0
103.535,2546,53.6,82,1.95,0.64,1,0
103.572,2547,53.6,82,1.95,0.64,1,0
103.612,2548,53.6,82,1.95,0.64,1,0
103.652,2549,53.6,82,1.95,0.64,1,0
103.695,2550,53.6,82,1.95,0.64,1,0
103.731,2551,53.6,82,1.95,0.64,1,0
103.772,2552,56.4,83,2.14,0.80,0,0
103.812,2553,53.6,82,1.95,0.64,1,0
103.854,2554,53.6,82,1.95,0.64,1,0
103.896,2555,56.4,83,2.14,0.79,0,0
103.932,2556,53.6,82,1.95,0.64,1,0
103.972,2557,53.6,82,1.95,0.64,1,0
104.014,2558,56.4,83,2.14,0.79,0,0
104.053,2559,53.6,82,1.95,0.64,1,0
104.094,2560,53.6,82,1.95,0.64,1,0
104.132,2561,53.6,82,1.95,0.64,1,0
104.171,2562,53.6,82,1.95,0.64,1,0
104.216,2563,56.4,83,2.14,0.79,0,0
104.253,2564,53.6,82,1.95,0.64,1,0
104.294,2565,53.6,82,1.95,0.64,1,0
104.332,2566,56.4,83,2.14,0.79,0,0
104.373,2567,53.6,82,1.95,0.64,1,0
104.431,2568,53.6,82,1.95,0.64,1,0
104.464,2569,56.4,83,2.14,0.79,0,0
104.500,2570,53.6,82,1.95,0.64,1,0
104.537,2571,53.6,82,1.95,0.64,1,0
104.576,2572,53.6,82,1.95,0.64,1,0
104.612,2573,53.6,82,1.95,0.64,1,0
104.653,2574,53.6,82,1.95,0.64,1,0
104.692,2575,53.6,82,1.95,0.64,1,0
104.732,2576,53.6,82,1.95,0.64,1,0
104.773,2577,53.6,82,1.95,0.64,1,0
104.812,2578,53.6,82,1.95,0.64,1,0
104.853,2579,53.6,82,1.95,0.64,1,0
104.894,2580,53.6,82,1.95,0.64,1,0
104.932,2581,53.6,82,1.95,0.64,1,0
104.973,2582,56.4,83,2.14,0.79,0,0
105.012,2583,56.4,83,2.14,0.79,0,0
105.053,2584,53.6,82,1.95,0.64,1,0
105.092,2585,56.4,83,2.14,0.79,0,0
105.133,2586,53.6,82,1.95,0.64,1,0
105.172,2587,56.4,83,2.14,0.79,0,0
105.226,2588,53.6,82,1.95,0.64,1,0
105.260,2589,56.4,83,2.14,0.79,0,0
105.294,2590,56.4,83,2.14,0.79,0,0
105.335,2591,56.4,83,2.14,0.79,0,0
105.373,2592,56.4,83,2.14,0.79,0,0
105.412,2593,53.6,82,1.95,0.64,1,0
105.454,2594,56.4,83,2.14,0.79,0,0
105.492,2595,56.4,83,2.14,0.79,0,0
105.532,2596,53.6,82,1.95,0.64,1,0
105.572,2597,53.6,82,1.95,0.64,1,0
105.614,2598,53.6,82,1.95,0.64,1,0
105.670,2599,56.4,83,2.14,0.79,0,0
105.703,2600,53.6,82,1.95,0.64,1,0
105.736,2601,56.4,83,2.14,0.79,0,0
105.772,2602,53.6,82,1.95,0.64,1,0
105.813,2603,53.6,82,1.95,0.64,1,0
105.854,2604,53.6,82,1.95,0.64,1,0
105.892,2605,53.7,82,1.95,0.65,1,0
105.932,2606,53.6,82,1.95,0.64,1,0
105.973,2607,53.6,82,1.95,0.64,1,0
106.012,2608,53.6,82,1.95,0.64,1,0
106.052,2609,56.4,83,2.14,0.79,0,0
106.095,2610,53.6,82,1.95,0.64,1,0
106.132,2611,53.6,82,1.95,0.64,1,0
106.175,2612,53.6,82,1.95,0.64,1,0
106.212,2613,53.6,82,1.95,0.64,1,0
106.252,2614,53.6,82,1.95,0.64,1,0
106.293,2615,53.6,82,1.95,0.64,1,0
106.332,2616,53.6,82,1.95,0.64,1,0
106.373,2617,53.6,82,1.95,0.64,1,0
106.416,2618,56.4,83,2.14,0.79,0,0
106.452,2619,56.3,83,2.14,0.79,0,0
106.494,2620,53.6,82,1.95,0.64,1,0
106.532,2621,53.6,82,1.95,0.64,1,0
106.572,2622,53.6,82,1.95,0.64,1,0
106.612,2623,56.4,83,2.14,0.79,0,0
106.653,2624,53.6,82,1.95,0.64,1,0
106.692,2625,53.6,82,1.95,0.64,1,0
106.735,2626,53.6,82,1.95,0.64,1,0
106.772,2627,56.4,83,2.14,0.79,0,0
106.813,2628,53.6,82,1.95,0.64,1,0
106.856,2629,53.6,82,1.95,0.64,1,0
106.909,2630,53.6,82,1.95,0.64,1,0
106.945,2631,53.6,82,1.95,0.64,1,0
106.983,2632,53.6,82,1.95,0.64,1,0
107.015,2633,53.6,82,1.95,0.64,1,0
107.055,2634,53.6,82,1.95,0.64,1,0
107.095,2635,53.6,82,1.95,0.64,1,0
