source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
1044,31.351,HIGH,toca_abajo,23.5,0.353,75.1,68.5,-4.4,-24.6,68.5,100.3,-29.1,punto adelante de la componente
1045,31.381,HIGH,toca_abajo,-12.7,-0.190,78.8,76.4,-0.7,-9.6,76.4,100.2,-8.8,punto adelante de la componente
1046,31.411,HIGH,toca_abajo,-12.7,-0.190,78.8,76.4,-0.7,-9.6,76.4,100.2,-8.8,punto adelante de la componente
1047,31.441,HIGH,toca_abajo,-37.1,-0.556,78.7,88.4,-0.8,35.2,88.4,100.6,24.8,punto adelante de la componente
1048,31.471,MEDIUM,toca_abajo,-57.3,-0.859,79.3,115.7,-0.2,69.5,115.7,100.9,62.1,punto adelante de la componente
1049,31.502,MEDIUM,toca_abajo,-77.3,-1.000,90.8,139.7,11.3,73.6,139.7,100.8,72.3,punto adelante de la componente
1050,31.532,MEDIUM,toca_abajo,-84.9,-1.000,133.1,150.5,53.6,53.2,150.5,102.1,75.9,punto adelante de la componente
1051,31.562,LOW,toca_abajo,-87.3,-1.000,149.3,,69.8,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1052,31.592,LOW,toca_abajo,-88.7,-1.000,154.6,,75.1,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1053,31.622,LOW,toca_abajo,-88.7,-1.000,154.6,,75.1,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1054,31.652,LOW,toca_abajo,-88.7,-1.000,153.5,,74.0,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1055,31.682,LOW,toca_abajo,-88.8,-1.000,148.6,,69.1,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1056,31.712,LOW,toca_abajo,-88.8,-1.000,148.6,,69.1,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1057,31.742,LOW,toca_abajo,-88.8,-1.000,140.7,,61.2,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1058,31.772,LOW,toca_abajo,-88.3,-1.000,130.3,,50.8,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1059,31.802,LOW,toca_abajo,-87.1,-1.000,119.2,,39.7,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
