source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
146,4.384,HIGH,toca_abajo,14.9,0.224,75.9,69.1,-3.6,-25.2,69.1,100.1,-27.6,punto adelante de la componente
147,4.414,HIGH,toca_abajo,14.7,0.221,70.6,69.7,-8.9,-3.7,69.7,100.1,-26.3,punto adelante de la componente
148,4.444,HIGH,toca_abajo,14.7,0.221,70.6,69.7,-8.9,-3.7,69.7,100.1,-26.3,punto adelante de la componente
149,4.474,HIGH,toca_abajo,4.1,0.061,72.7,72.7,-6.8,-0.1,72.7,100.1,-18.9,punto adelante de la componente
150,4.505,HIGH,toca_abajo,-12.1,-0.182,76.9,77.2,-2.6,1.3,77.2,100.0,-6.6,punto adelante de la componente
151,4.535,HIGH,toca_abajo,-26.3,-0.394,77.7,85.9,-1.8,29.5,85.9,100.1,17.9,punto adelante de la componente
152,4.565,HIGH,toca_abajo,-26.3,-0.394,77.7,85.9,-1.8,29.5,85.9,100.1,17.9,punto adelante de la componente
153,4.595,HIGH,toca_abajo,-40.4,-0.606,84.7,96.1,5.2,38.5,96.1,100.1,39.9,punto adelante de la componente
154,4.625,HIGH,toca_abajo,-48.7,-0.730,92.5,103.3,13.0,36.8,103.3,100.1,50.1,punto adelante de la componente
155,4.655,HIGH,toca_abajo,-54.2,-0.814,99.9,109.6,20.4,33.8,109.6,100.1,56.6,punto adelante de la componente
156,4.685,HIGH,toca_abajo,-58.7,-0.880,108.6,115.4,29.1,25.4,115.4,100.2,61.1,punto adelante de la componente
157,4.715,HIGH,toca_abajo,-55.6,-0.834,105.9,111.2,26.4,20.1,111.2,100.2,58.0,punto adelante de la componente
158,4.745,HIGH,toca_abajo,-54.0,-0.809,104.6,109.6,25.1,18.8,109.6,100.1,56.6,punto adelante de la componente
159,4.775,HIGH,toca_abajo,-54.0,-0.809,104.6,109.6,25.1,18.8,109.6,100.1,56.6,punto adelante de la componente
160,4.805,HIGH,toca_abajo,-51.1,-0.767,102.2,106.7,22.7,17.3,106.7,100.1,53.8,punto adelante de la componente
161,4.835,HIGH,toca_abajo,-49.3,-0.739,101.2,104.8,21.7,14.2,104.8,100.1,51.8,punto adelante de la componente
162,4.865,HIGH,toca_abajo,-49.3,-0.739,101.2,104.8,21.7,14.2,104.8,100.1,51.8,punto adelante de la componente
163,4.895,HIGH,toca_abajo,-45.6,-0.684,99.4,101.5,19.9,8.3,101.5,100.1,47.9,punto adelante de la componente
164,4.925,HIGH,toca_abajo,-37.5,-0.562,94.1,95.8,14.6,6.6,95.8,100.1,39.3,punto adelante de la componente
165,4.955,HIGH,toca_abajo,-26.0,-0.390,87.7,89.6,8.2,7.5,89.6,100.1,26.9,punto adelante de la componente
166,4.985,HIGH,toca_abajo,-13.0,-0.196,81.7,83.9,2.2,8.8,83.9,100.1,12.6,punto adelante de la componente
167,5.015,HIGH,toca_abajo,-13.0,-0.196,81.7,83.9,2.2,8.8,83.9,100.1,12.6,punto adelante de la componente
168,5.045,HIGH,toca_abajo,-1.0,-0.015,76.7,79.2,-2.8,9.7,79.2,100.1,-1.0,punto adelante de la componente
169,5.075,HIGH,toca_abajo,7.8,0.118,73.0,75.9,-6.5,11.4,75.9,100.1,-10.3,punto adelante de la componente
170,5.105,HIGH,toca_abajo,12.0,0.180,71.4,74.5,-8.1,12.0,74.5,100.1,-14.0,punto adelante de la componente
171,5.135,HIGH,toca_abajo,16.0,0.241,70.2,74.4,-9.3,16.0,74.4,100.1,-14.5,punto adelante de la componente
172,5.165,HIGH,toca_abajo,16.0,0.241,70.2,74.4,-9.3,16.0,74.4,100.1,-14.5,punto adelante de la componente
173,5.195,HIGH,toca_abajo,15.0,0.224,73.6,75.0,-5.9,5.6,75.0,100.1,-12.8,punto adelante de la componente
174,5.225,HIGH,toca_abajo,21.3,0.320,72.7,70.7,-6.8,-7.7,70.7,100.1,-23.9,punto adelante de la componente
175,5.255,HIGH,toca_abajo,22.8,0.342,71.6,69.8,-7.9,-6.8,69.8,100.1,-25.9,punto adelante de la componente
176,5.285,HIGH,toca_abajo,22.8,0.342,71.6,69.8,-7.9,-6.8,69.8,100.1,-25.9,punto adelante de la componente
177,5.315,HIGH,toca_abajo,28.2,0.423,68.4,66.9,-11.1,-6.0,66.9,100.1,-32.4,punto adelante de la componente
178,5.345,HIGH,toca_abajo,25.8,0.388,67.4,66.4,-12.1,-3.9,66.4,100.1,-33.3,punto adelante de la componente
179,5.375,HIGH,toca_abajo,26.6,0.400,65.7,64.2,-13.8,-5.8,64.2,100.1,-37.6,punto adelante de la componente
180,5.405,HIGH,toca_abajo,24.4,0.366,64.2,63.5,-15.3,-2.6,63.5,100.1,-38.8,punto adelante de la componente
181,5.435,HIGH,toca_abajo,24.4,0.366,64.2,63.5,-15.3,-2.6,63.5,100.1,-38.8,punto adelante de la componente
182,5.465,HIGH,toca_abajo,19.9,0.299,64.2,63.4,-15.3,-3.1,63.4,100.1,-38.9,punto adelante de la componente
183,5.495,HIGH,toca_abajo,14.5,0.217,63.2,64.3,-16.3,4.5,64.3,99.9,-37.2,punto adelante de la componente
