source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
587,17.628,HIGH,toca_abajo,-52.1,-0.781,105.3,108.9,25.8,13.8,108.9,99.9,55.6,punto adelante de la componente
588,17.658,HIGH,toca_abajo,-52.1,-0.781,105.3,108.9,25.8,13.8,108.9,99.9,55.6,punto adelante de la componente
589,17.688,HIGH,toca_abajo,-41.3,-0.619,77.5,94.7,-2.0,50.0,94.7,100.2,37.5,punto adelante de la componente
590,17.718,HIGH,toca_abajo,-32.9,-0.494,92.7,96.7,13.2,15.4,96.7,99.9,40.5,punto adelante de la componente
591,17.748,HIGH,toca_abajo,-21.5,-0.322,67.3,84.8,-12.2,50.4,84.8,100.2,14.9,punto adelante de la componente
592,17.778,HIGH,toca_abajo,-18.1,-0.272,84.7,89.4,5.2,18.2,89.4,99.9,26.3,punto adelante de la componente
593,17.808,HIGH,toca_abajo,-21.3,-0.320,86.2,90.9,6.7,17.8,90.9,99.9,29.5,punto adelante de la componente
594,17.838,HIGH,toca_abajo,-21.3,-0.320,86.2,90.9,6.7,17.8,90.9,99.9,29.5,punto adelante de la componente
595,17.868,HIGH,toca_abajo,-26.9,-0.404,89.2,93.5,9.7,16.7,93.5,99.9,34.9,punto adelante de la componente
596,17.898,HIGH,toca_abajo,-44.4,-0.666,99.0,102.8,19.5,14.7,102.8,99.9,49.3,punto adelante de la componente
597,17.928,HIGH,toca_abajo,-54.4,-0.816,109.4,112.5,29.9,11.7,112.5,99.9,58.6,punto adelante de la componente
598,17.958,HIGH,toca_abajo,-59.0,-0.886,115.8,118.5,36.3,10.5,118.5,99.9,62.7,punto adelante de la componente
599,17.988,HIGH,toca_abajo,-61.8,-0.927,120.7,123.6,41.2,11.1,123.6,99.9,65.5,punto adelante de la componente
600,18.018,HIGH,toca_abajo,-61.8,-0.927,120.7,123.6,41.2,11.1,123.6,99.9,65.5,punto adelante de la componente
601,18.048,HIGH,toca_abajo,-64.7,-0.970,127.8,129.5,48.3,6.8,129.5,100.0,68.2,punto adelante de la componente
602,18.078,HIGH,toca_abajo,-65.0,-0.975,129.2,130.8,49.7,6.6,130.8,100.0,68.7,punto adelante de la componente
603,18.108,HIGH,toca_abajo,-64.5,-0.968,128.3,129.8,48.8,6.2,129.8,100.0,68.3,punto adelante de la componente
604,18.138,HIGH,toca_abajo,-63.4,-0.950,127.1,128.4,47.6,5.5,128.4,100.0,67.7,punto adelante de la componente
605,18.168,HIGH,toca_abajo,-63.4,-0.950,127.1,128.4,47.6,5.5,128.4,100.0,67.7,punto adelante de la componente
606,18.198,HIGH,toca_abajo,-61.1,-0.916,125.9,126.5,46.4,2.4,126.5,100.0,66.9,punto adelante de la componente
607,18.228,HIGH,toca_abajo,-59.0,-0.885,119.9,122.0,40.4,8.4,122.0,99.9,64.7,punto adelante de la componente
608,18.258,HIGH,toca_abajo,-56.9,-0.854,118.0,119.6,38.5,6.2,119.6,100.0,63.5,punto adelante de la componente
609,18.288,HIGH,toca_abajo,-54.9,-0.824,115.7,116.7,36.2,4.3,116.7,100.0,61.7,punto adelante de la componente
610,18.318,HIGH,toca_abajo,-54.9,-0.824,115.7,116.7,36.2,4.3,116.7,100.0,61.7,punto adelante de la componente
611,18.348,HIGH,toca_abajo,-53.1,-0.797,113.1,115.7,33.6,10.5,115.7,100.1,61.2,punto adelante de la componente
612,18.378,HIGH,toca_abajo,-49.6,-0.744,110.1,113.5,30.6,13.1,113.5,99.8,59.3,punto adelante de la componente
613,18.408,HIGH,toca_abajo,-44.8,-0.672,107.2,110.7,27.7,13.7,110.7,99.9,57.2,punto adelante de la componente
614,18.438,HIGH,toca_abajo,-47.7,-0.716,110.2,112.0,30.7,6.9,112.0,100.0,58.4,punto adelante de la componente
615,18.468,HIGH,toca_abajo,-47.7,-0.715,111.2,112.3,31.7,4.4,112.3,100.0,58.7,punto adelante de la componente
616,18.498,HIGH,toca_abajo,-47.7,-0.715,111.2,112.3,31.7,4.4,112.3,100.0,58.7,punto adelante de la componente
617,18.529,HIGH,toca_abajo,-51.2,-0.768,117.4,116.8,37.9,-2.3,116.8,100.0,61.8,punto adelante de la componente
618,18.559,HIGH,toca_abajo,-51.5,-0.772,118.9,118.1,39.4,-3.2,118.1,100.0,62.7,punto adelante de la componente
619,18.589,HIGH,toca_abajo,-52.9,-0.793,120.1,119.1,40.6,-3.8,119.1,100.0,63.3,punto adelante de la componente
620,18.619,HIGH,toca_abajo,-52.9,-0.793,120.1,119.1,40.6,-3.8,119.1,100.0,63.3,punto adelante de la componente
621,18.649,HIGH,toca_abajo,-52.4,-0.787,120.4,119.1,40.9,-4.8,119.1,100.1,63.3,punto adelante de la componente
622,18.679,HIGH,toca_abajo,-51.8,-0.777,120.2,118.8,40.7,-5.4,118.8,100.1,63.1,punto adelante de la componente
623,18.709,HIGH,toca_abajo,-50.1,-0.752,119.8,118.3,40.3,-5.8,118.3,100.1,62.8,punto adelante de la componente
624,18.739,HIGH,toca_abajo,-45.0,-0.675,116.0,114.5,36.5,-5.9,114.5,100.1,60.3,punto adelante de la componente
625,18.769,HIGH,toca_abajo,-45.0,-0.675,116.0,114.5,36.5,-5.9,114.5,100.1,60.3,punto adelante de la componente
626,18.799,HIGH,toca_abajo,-43.8,-0.657,115.1,113.5,35.6,-6.1,113.5,100.1,59.6,punto adelante de la componente
627,18.829,HIGH,toca_abajo,-41.1,-0.617,112.8,111.1,33.3,-6.3,111.1,100.1,57.8,punto adelante de la componente
628,18.859,HIGH,toca_abajo,-38.5,-0.578,110.9,109.3,31.4,-6.0,109.3,100.1,56.3,punto adelante de la componente
629,18.889,HIGH,toca_abajo,-37.6,-0.564,110.0,108.5,30.5,-5.9,108.5,100.1,55.5,punto adelante de la componente
630,18.919,HIGH,toca_abajo,-33.2,-0.498,89.7,91.5,10.2,7.1,91.5,100.1,31.2,punto adelante de la componente
631,18.949,HIGH,toca_abajo,-32.3,-0.485,106.1,104.6,26.6,-5.6,104.6,100.1,51.6,punto adelante de la componente
632,18.979,HIGH,toca_abajo,-33.5,-0.503,104.3,103.2,24.8,-4.2,103.2,100.0,49.9,punto adelante de la componente
633,19.009,HIGH,toca_abajo,-37.1,-0.556,104.2,103.3,24.7,-3.6,103.3,100.0,49.9,punto adelante de la componente
634,19.039,HIGH,toca_abajo,-38.8,-0.582,104.8,105.0,25.3,1.1,105.0,99.9,51.7,punto adelante de la componente
635,19.069,HIGH,toca_abajo,-38.8,-0.582,104.8,105.0,25.3,1.1,105.0,99.9,51.7,punto adelante de la componente
636,19.099,HIGH,toca_abajo,-41.5,-0.622,105.0,107.0,25.5,7.8,107.0,100.0,53.9,punto adelante de la componente
637,19.129,HIGH,toca_abajo,-48.9,-0.734,110.3,111.6,30.8,5.0,111.6,100.0,58.0,punto adelante de la componente
638,19.159,HIGH,toca_abajo,-51.4,-0.771,113.1,114.0,33.6,3.8,114.0,100.0,59.8,punto adelante de la componente
639,19.189,HIGH,toca_abajo,-55.0,-0.825,115.9,117.1,36.4,4.9,117.1,100.0,62.0,punto adelante de la componente
640,19.219,HIGH,toca_abajo,-55.0,-0.825,115.9,117.1,36.4,4.9,117.1,100.0,62.0,punto adelante de la componente
641,19.249,HIGH,toca_abajo,-57.5,-0.863,119.9,120.7,40.4,3.5,120.7,100.0,64.1,punto adelante de la componente
642,19.279,HIGH,toca_abajo,-58.6,-0.878,121.3,121.9,41.8,2.6,121.9,100.0,64.7,punto adelante de la componente
643,19.309,HIGH,toca_abajo,-60.0,-0.900,122.5,123.0,43.0,2.2,123.0,100.0,65.3,punto adelante de la componente
644,19.339,HIGH,toca_abajo,-60.4,-0.906,122.2,122.8,42.7,2.4,122.8,100.0,65.2,punto adelante de la componente
645,19.369,HIGH,toca_abajo,-61.2,-0.918,123.1,123.7,43.6,2.5,123.7,100.0,65.6,punto adelante de la componente
646,19.399,HIGH,toca_abajo,-60.7,-0.911,123.0,123.5,43.5,2.0,123.5,100.0,65.6,punto adelante de la componente
647,19.429,HIGH,toca_abajo,-60.7,-0.911,123.0,123.5,43.5,2.0,123.5,100.0,65.6,punto adelante de la componente
